stop_id,stop_code,stop_name,stop_desc,platform_code,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,preferred
9740,9740,HIGHWAY 7 / TOWN CENTRE,3575 HIGHWAY 7 & TOWN CENTRE BLVD,,43.853934,-79.339783,1,,0, ,,1,2
9741,9741,HIGHWAY 7 / TOWN CENTRE,3575 HIGHWAY 7 & TOWN CENTRE BLVD,,43.853922,-79.340128,1,,0, ,,1,2
9742,9742,ENTERPRISE BLVD / WARDEN AV,8133 ENTERPRISE BLVD & WARDEN AV,,43.848886,-79.331141,1,,0, ,,1,2
9743,9743,ENTERPRISE BLVD / WARDEN AV,8213-8233 ENTERPRISE BLVD & WARDEN AV,,43.848882,-79.331565,1,,0, ,,1,2
9744,9744,UNIVERSITY BLVD / YMCA BLVD,101 YMCA Blvd UNIVERSITY BLVD & YMCA BLVD,,43.853503,-79.311311,1,,0, ,,1,1
9745,9745,UNIVERSITY BLVD / YMCA BLVD,101 YMCA Blvd UNIVERSITY BLVD & YMCA BLVD,,43.853091,-79.311274,1,,0, ,,1,1
9748,9748,KENNEDY RD / HWY 7,8500 Kennedy Rd KENNEDY RD & HIGHWAY 7,,43.86215,-79.303634,1,,0, ,,1,1
9749,9749,HWY 7 / BULLOCK,4981 HIGHWAY 7 & BULLOCK DR,,43.865302,-79.292103,1,,0, ,,1,1
9750,9750,HWY 7 / BULLOCK,4980 HIGHWAY 7 & BULLOCK DR,,43.865408,-79.292544,1,,0, ,,1,1
9751,9751,HWY 7 / MCCOWAN,5261 Highway 7 HIGHWAY 7 & MCCOWAN RD,,43.867217,-79.283868,1,,0, ,,1,1
9752,9752,HWY 7 / MCCOWAN,5260 Highway 7 E HIGHWAY 7 & MCCOWAN RD,,43.86708,-79.285212,1,,0, ,,1,1
9769,9769,FINCH GO BUS TERMINAL PLATFORM 2,5697 YONGE ST FINCH GO BUS TERMINAL & PLATFORM 2,2,43.782133,-79.415497,1,,0,20,,1,1
9770,9770,YONGE / STEELES,7015 Yonge St YONGE ST & STEELES AV,,43.798695,-79.42011,1,,0, ,,1,1
9771,9771,YONGE / CLARK,7345-7359 Yonge St YONGE ST & CLARK AV,,43.807001,-79.422192,1,,0, ,,1,1
9772,9772,YONGE / CLARK,7368 Yonge St 1A YONGE ST & CLARK AV,,43.807246,-79.422566,1,,0, ,,1,1
9773,9773,YONGE / CENTRE,7751 Yonge St YONGE ST & THORNHILL SUMMIT DR,,43.816215,-79.424299,1,,0, ,,1,1
9774,9774,YONGE / CENTRE,7756 Yonge St YONGE ST & CENTRE ST,,43.816482,-79.424704,1,,0, ,,1,1
9775,9775,YONGE / ROYAL ORCHARD,YONGE ST & ROYAL ORCHARD BLVD,,43.822633,-79.425788,1,,0, ,,1,1
9776,9776,YONGE / ROYAL ORCHARD,7934-8000 Yonge St YONGE ST & ROYAL ORCHARD BLVD,,43.822276,-79.426035,1,,0, ,,1,1
9777,9777,YONGE / BANTRY-SCOTT,8997 Yonge Street YONGE ST & BANTRY AVE,,43.847009,-79.431511,1,,0, ,,1,2
9778,9778,YONGE / BANTRY-SCOTT,8956 Yonge Street YONGE ST & SCOTT DR,,43.845794,-79.43136,1,,0, ,,1,2
9779,9779,YONGE / 16TH-CARRVILLE,9261 Yonge Street YONGE ST & 16TH AV,,43.853739,-79.433174,1,,0, ,,1,2
9780,9780,YONGE / 16TH-CARRVILLE,9226 Yonge Street YONGE ST & 16TH AV,,43.852332,-79.432872,1,,0, ,,1,2
9781,9781,YONGE / WELDRICK,9601 Yonge Street YONGE ST & WELDRICK RD,,43.860929,-79.434857,1,,0, ,,1,2
9782,9782,YONGE / WELDRICK,9450 Yonge Street YONGE ST & WELDRICK RD,,43.85951,-79.434594,1,,0, ,,1,2
9783,9783,YONGE / MAJOR MACKENZIE,9921 Yonge Street YONGE ST & MAJOR MACKENZIE DR,,43.869916,-79.436922,1,,0, ,,1,2
9784,9784,YONGE / MAJOR MACKENZIE,9900 Yonge Street YONGE ST & MAJOR MACKENZIE DR,,43.869694,-79.436957,1,,0, ,,1,2
9785,9785,YONGE / CROSBY,10375 Yonge St YONGE ST & CROSBY AV,,43.88046,-79.439272,1,,0, ,,1,1
9786,9786,YONGE / CROSBY,10330 Yonge St 815 YONGE ST & CROSBY AV,,43.8795,-79.439322,1,,0, ,,1,1
9787,9787,YONGE / ELGIN MILLS,10735 Yonge Street YONGE ST & ELGIN MILLS RD,,43.890312,-79.441653,1,,0, ,,1,2
9788,9788,YONGE / ELGIN MILLS,10730 Yonge Street YONGE ST & ELGIN MILLS RD,,43.888943,-79.44141,1,,0, ,,1,2
9789,9789,BERNARD TERMINAL PLATFORM 2,10909 YONGE ST BERNARD TERMINAL & PLATFORM 2,2,43.894363,-79.442077,1,,0,11,,1,1
9790,9790,YONGE / BERNARD,10921 Yonge Street YONGE ST & BERNARD AV,,43.895489,-79.442777,1,,0, ,,1,2
9791,9791,YONGE / BERNARD,10960 Yonge Street YONGE ST & BERNARD AVE,,43.894221,-79.442618,1,,0, ,,1,2
9792,9792,YONGE / 19TH-GAMBLE,11551 Yonge Street YONGE ST & 19TH AV,,43.908521,-79.445923,1,,0, ,,1,2
9793,9793,YONGE / 19TH-GAMBLE,11490 Yonge Street YONGE ST & GAMBLE RD,,43.907265,-79.445742,1,,0, ,,1,2
9794,9794,YONGE / KING,13025 Yonge St YONGE ST & KING RD,,43.945095,-79.454715,1,,0, ,,1,1
9795,9795,YONGE / KING,13008 Yonge St YONGE ST & KING RD,,43.944757,-79.45489,1,,0, ,,1,1
9796,9796,YONGE / BLOOMINGTON,13723 Yonge St YONGE ST & BLOOMINGTON RD,,43.962687,-79.458595,1,,0, ,,1,1
9797,9797,YONGE / BLOOMINGTON,13720 Yonge St YONGE ST & BLOOMINGTON RD,,43.963169,-79.459051,1,,0, ,,2,1
9798,9798,YONGE / HENDERSON,14591 Yonge St YONGE ST & ALLAURA BLVD,,43.984317,-79.463698,1,,0, ,,1,1
9799,9799,YONGE / HENDERSON,14590 Yonge St YONGE ST & HENDERSON DR,,43.983182,-79.463744,1,,0, ,,1,1
9800,9800,YONGE / GOLF LINKS,14879 Yonge St YONGE ST & DUNNING AV,,43.990762,-79.465357,1,,0, ,,1,1
9801,9801,YONGE / GOLF LINKS,YONGE ST & GOLF LINKS DR,,43.99008,-79.465388,1,,0, ,,1,1
9802,9802,YONGE / WELLINGTON,15255 Yonge St YONGE ST & WELLINGTON ST,,43.999943,-79.467575,1,,0, ,,1,1
9803,9803,YONGE / WELLINGTON,15278 Yonge St YONGE ST & WELLINGTON ST,,44.000178,-79.46778,1,,0, ,,1,1
9804,9804,YONGE / ORCHARD HEIGHTS,15611 Yonge St YONGE ST & BATSON DR,,44.008802,-79.469693,1,,0, ,,1,1
9805,9805,YONGE / ORCHARD HEIGHTS,15612 Yonge St YONGE ST & ORCHARD HEIGHTS BLVD,,44.00852,-79.469833,1,,0, ,,1,1
9806,9806,YONGE / MULOCK,16765 Yonge Street YONGE ST & MULOCK DR,,44.03693,-79.476055,1,,0, ,,1,2
9807,9807,YONGE / MULOCK,16710 Yonge Street YONGE ST & MULOCK DR,,44.035616,-79.47596,1,,0, ,,1,2
9808,9808,YONGE ST / EAGLE ST,17080 Yonge Street YONGE ST & EAGLE ST,,44.04484,-79.478038,1,,0, ,,1,2
9809,9809,NEWMARKET TERMINAL PLATFORM 9,320 EAGLE ST W NEWMARKET TERMINAL & PLATFORM 9,9,44.052893,-79.48644,1,,0,12,,1,1
9810,9810,MARKHAM STOUFFVILLE HOSPITAL,377 Church St CHURCH ST & COUNTRY GLEN RD,,43.884803,-79.232901,1,,0, ,,1,1
9817,9817,YONGE / STEELES,7010 Yonge St YONGE ST & STEELES AV,,43.798244,-79.420274,1,,0, ,,1,1
9818,9818,YONGE ST / EAGLE ST,17135 Yonge Street YONGE ST & EAGLE ST,,44.046147,-79.478257,1,,0, ,,1,2
9819,9819,RICHMOND HILL CENTRE PLATFORM 3,8705-8735 Yonge St. PLATFORM 3,3,43.840009,-79.425411,1,,0,10,,1,1
9820,9820,RICHMOND HILL CENTRE PLATFORM 1,8705-8735 Yonge St. PLATFORM 1,1,43.840199,-79.425598,1,,0,10,,1,1
9821,9821,RICHMOND HILL CENTRE PLATFORM 2,8705-8735 Yonge St. PLATFORM 2,2,43.840195,-79.425775,1,,0,10,,1,1
1151,1151,15TH SDRD / DUFFERIN ST,,,43.95229,-79.508964,1,,0, ,,2,1
1271,1271,YONGE ST / AURORA HEIGHTS DR,,,44.003562,-79.468625,1,,0, ,,2,1
1326,1326,BUR OAK AV / MARKHAM RD,,,43.900394,-79.265616,1,,0, ,,1,1
1340,1340,ANGUS GLEN C.C. STOP # 1340,3990 MAJOR MACKENZIE DR,,43.894645,-79.337417,1,,0, ,,1,1
1349,1349,JOHN ST / BAYVIEW AV,,,43.818836,-79.40051,1,,0, ,,1,1
1373,1373,CLARK AV / YONGE ST,,,43.806919,-79.423692,1,,0, ,,1,1
1375,1375,CLARK AV / SPRINGFIELD WAY,,,43.806887,-79.426676,1,,0, ,,1,1
1377,1377,CLARK AV / CHARLES ST,,,43.806692,-79.432699,1,,0, ,,1,1
1378,1378,CLARK AV / HILDA AV,,,43.805606,-79.437772,1,,0, ,,1,1
1380,1380,CLARK AV / ATKINSON AV,,,43.805047,-79.440512,1,,0, ,,1,1
1382,1382,CLARK AV / YORK HILL BLVD,,,43.804204,-79.444741,1,,0, ,,1,1
1384,1384,CLARK AV / BATHURST ST,,,43.803492,-79.449365,1,,0, ,,1,1
1386,1386,CLARK AV / SOUTH PROMENADE,,,43.803107,-79.451124,1,,0, ,,1,1
1390,1390,CLARK AV STOP # 1390,,,43.802265,-79.460446,1,,0, ,,1,1
1392,1392,CLARK AV / JUDITH AV,,,43.800809,-79.46458,1,,0, ,,1,1
1394,1394,CLARK AV / BROWNRIDGE DR,,,43.799149,-79.466547,1,,0, ,,1,1
1396,1396,CLARK AV STOP # 1396,,,43.798071,-79.468905,1,,0, ,,1,1
1398,1398,CLARK AV / DUFFERIN ST,,,43.797623,-79.471012,1,,0, ,,1,1
1400,1400,CLARK AV STOP # 1400,,,43.797406,-79.471157,1,,0, ,,1,1
1402,1402,CLARK AV STOP # 1402,,,43.797794,-79.469322,1,,0, ,,1,1
1404,1404,CLARK AV / JOSEPH AARON BLVD,,,43.798697,-79.466937,1,,0, ,,1,1
1406,1406,CLARK AV / STONEMILL GATE,,,43.800394,-79.464827,1,,0, ,,1,1
1408,1408,CLARK AV STOP # 1408,,,43.802128,-79.460335,1,,0, ,,1,1
1410,1410,CLARK AV / NEW WESTMINSTER DR,,,43.801931,-79.458114,1,,0, ,,1,1
1412,1412,CLARK AV STOP # 1412,,,43.801771,-79.457123,1,,0, ,,1,1
1413,1413,MAJOR MACKENZIE DR / ANGUS GLEN BLV,MAJOR MACKENZIE DR & ANGUS GLEN BLVD,,43.894416,-79.333537,1,,0, ,,1,1
1414,1414,CLARK AV / SOUTH PROMENADE,,,43.802786,-79.451552,1,,0, ,,1,1
1416,1416,CLARK AV / BATHURST ST,,,43.80359,-79.447408,1,,0, ,,1,1
1420,1420,CLARK AV / YORK HILL BLVD,,,43.804005,-79.445075,1,,0, ,,1,1
1422,1422,CLARK AV / ATKINSON AV,,,43.804899,-79.440044,1,,0, ,,1,1
1424,1424,CLARK AV / HILDA AV,,,43.805531,-79.437017,1,,0, ,,1,1
1426,1426,CLARK AV / CHARLES ST,,,43.806408,-79.433292,1,,0, ,,1,1
1428,1428,CLARK AV / YORK HILL BLVD,,,43.806892,-79.427322,1,,0, ,,1,1
1430,1430,CLARK AV / YONGE ST,,,43.806933,-79.422827,1,,0, ,,1,1
1436,1436,GLEN SHIELDS AV / DUFFERIN ST,,,43.801692,-79.474139,1,,0, ,,2,1
1438,1438,GLEN SHIELDS AV / OAKMOUNT CRES,,,43.800709,-79.476885,1,,0, ,,1,1
1440,1440,GLEN SHIELDS AV / OAKMOUNT CRES,,,43.799094,-79.478377,1,,0, ,,2,1
1442,1442,GLEN SHIELDS AV / CROOKED STICK RD,GLEN SHIELDS AVE & CROOKED STICK RD,,43.797843,-79.479231,1,,0, ,,2,1
1444,1444,GLEN SHIELDS AV / NEW SEABURY DR,,,43.796156,-79.480969,1,,0, ,,1,1
1446,1446,GLEN SHIELDS AV / BAY HILL DR,,,43.793753,-79.481792,1,,0, ,,1,1
1450,1450,GLEN SHIELDS AV / SPYGLASS HILL RD,GLEN SHIELDS AVE & SPYGLASS HILL RD,,43.791647,-79.482822,1,,0, ,,1,1
1452,1452,GLEN SHIELDS AV / ROYAL COLWOOD CRT,GLEN SHIELDS AVE & ROYAL COLWOOD CRT,,43.791409,-79.478003,1,,0, ,,1,1
1454,1454,GLEN SHIELDS AV / RIVIERA DR,,,43.791853,-79.47594,1,,0, ,,2,1
1456,1456,GLEN SHIELDS AV / CHERRY HILLS RD,GLEN SHIELDS AVE & CHERRY HILLS RD,,43.792329,-79.473873,1,,0, ,,1,1
1458,1458,GLEN SHIELDS AV / DUFFERIN ST,,,43.792264,-79.4724,1,,0, ,,1,1
1460,1460,GLEN SHIELDS AV / DUFFERIN ST,GLEN SHIELDS AVE & DUFFERIN ST,,43.792423,-79.471912,1,,0, ,,1,1
1462,1462,GLEN SHIELDS AV / CHERRY HILLS DR,,,43.792447,-79.47387,1,,0, ,,2,1
1464,1464,GLEN SHIELDS AV / RIVIERA DR,GLEN SHIELDS AVE & RIVIERA DR,,43.791888,-79.476335,1,,0, ,,1,1
1616,1616,WOODBINE AV / PERSONNA BLVD,,,43.880997,-79.365843,1,,0, ,,1,1
1618,1618,MAJOR MACKENZIE DR / WOODBINE AV,,,43.886178,-79.366788,1,,0, ,,2,1
1622,1622,HILLMOUNT RD / HOPECREST RD,,,43.876342,-79.368658,1,,0, ,,2,1
1624,1624,HILLMOUNT RD / WOODBINE AV,,,43.876642,-79.365701,1,,0, ,,1,1
1663,1663,DUFFERIN ST STOP # 1663,,,43.794963,-79.472119,1,,0, ,,1,1
1664,1664,WOODBINE AV / MAJOR MACKENZIE DR,,,43.884408,-79.366976,1,,0, ,,1,1
1665,1665,GLEN SHIELDS AV / ROYAL COLWOOD CRT,GLEN SHIELDS AVE & ROYAL COLWOOD CRT,,43.791498,-79.478103,1,,0, ,,1,1
1666,1666,WOODBINE AV / OAKFORD DR,,,43.881318,-79.366257,1,,0, ,,1,1
1668,1668,WOODBINE AV / HILLMOUNT RD,,,43.876989,-79.365167,1,,0, ,,1,1
1669,1669,GLEN SHIELDS AV / SPYGLASS HILL RD,GLEN SHIELDS AVE & SPYGLASS HILL RD,,43.791331,-79.48221,1,,0, ,,1,1
1670,1670,HILLMOUNT RD / HOPECREST RD,,,43.876536,-79.368041,1,,0, ,,1,1
1671,1671,GLEN SHIELDS AV / QUAKER RIDGE RD,,,43.7942,-79.481206,1,,0, ,,2,1
1672,1672,HILLMOUNT RD / MARKLAND ST,,,43.876124,-79.371399,1,,0, ,,1,1
1673,1673,GLEN SHIELDS AV / POINT O'WOODS DR,,,43.796178,-79.480754,1,,0, ,,2,1
1674,1674,MARKLAND ST / BARTLETT RD,,,43.87885,-79.37251,1,,0, ,,1,1
1677,1677,GLEN SHIELDS AV / CROOKED STICK RD,,,43.797755,-79.479099,1,,0, ,,1,1
1678,1678,MAJOR MACKENZIE DR / NICHOLS BLVD,,,43.885128,-79.370487,1,,0, ,,1,1
1679,1679,GLEN SHIELDS AV / BOYNE HIGHLANDS C,GLEN SHIELDS AVE & BOYNE HIGHLANDS CRT,,43.799023,-79.478221,1,,0, ,,1,1
1680,1680,MAJOR MACKENZIE DR / WOODBINE AV,,,43.88568,-79.36778,1,,0, ,,1,1
1681,1681,GLEN SHIELDS AV / MARITA PL,,,43.800613,-79.476744,1,,0, ,,1,1
1682,1682,MAJOR MACKENZIE DR / LESLIE ST,,,43.880703,-79.391179,1,,0, ,,1,1
1683,1683,DUFFERIN ST / GLEN SHIELDS AV,,,43.801302,-79.473661,1,,0, ,,1,1
1685,1685,DUFFERIN ST STOP # 1685,,,43.798762,-79.47302,1,,0, ,,1,1
1686,1686,MAJOR MACKENZIE DR / FORESTWOOD ST,,,43.879422,-79.395855,1,,0, ,,1,1
1688,1688,MAJOR MACKENZIE DR / SHIRLEY DR,,,43.8785,-79.400067,1,,0, ,,1,1
1691,1691,MAJOR MACKENZIE DR / FRANK ENDEAN R,MAJOR MACKENZIE DR & FRANK ENDEAN RD,,43.877191,-79.406142,1,,0, ,,2,1
1693,1693,MAJOR MACKENZIE DR / OLD MARKHAM RD,,,43.876305,-79.411998,1,,0, ,,1,1
1695,1695,MAJOR MACKENZIE DR / BAYVIEW AV,,,43.876239,-79.415047,1,,0, ,,1,1
1697,1697,MAJOR MACKENZIE DR STOP # 1697,MAJOR MACKENZIE DR & COLBORNE AV,,43.875857,-79.416725,1,,0, ,,1,1
1699,1699,MAJOR MACKENZIE DR / SUSSEX AV,,,43.874811,-79.421483,1,,0, ,,1,1
1701,1701,MAJOR MACKENZIE DR / NEWKIRK RD,,,43.874038,-79.425135,1,,0, ,,1,1
1703,1703,MAJOR MACKENZIE DR / CEDAR AV,,,43.873424,-79.427908,1,,0, ,,1,1
1705,1705,MAJOR MACKENZIE DR / PUGSLEY AV,,,43.872892,-79.430266,1,,0, ,,1,1
1706,1706,SENECA COLLEGE STOP # 1706,SENECA COLLEGE & KING CAMPUS,,43.954713,-79.519164,1,,0, ,,1,1
1707,1707,MAJOR MACKENZIE DR / BAKER AV,,,43.872082,-79.433853,1,,0, ,,1,1
1709,1709,MAJOR MACKENZIE DR / ARNOLD CRES,,,43.869902,-79.44391,1,,0, ,,2,1
1710,1710,15TH SDRD / DUFFERIN ST,,,43.952388,-79.507987,1,,0, ,,2,1
1711,1711,MAJOR MACKENZIE DR / TRENCH ST,,,43.868924,-79.448474,1,,0, ,,1,1
1712,1712,15TH SDRD / BATHURST ST,,,43.95734,-79.485864,1,,0, ,,1,1
1713,1713,MAJOR MACKENZIE DR STOP # 1713,,,43.867734,-79.453965,1,,0, ,,1,1
1715,1715,MAJOR MACKENZIE DR / HEADDON GATE,,,43.867029,-79.457412,1,,0, ,,1,1
1717,1717,MAJOR MACKENZIE DR / BATHURST ST,,,43.866089,-79.462371,1,,0, ,,1,1
1719,1719,MAJOR MACKENZIE DR / DUFFERIN ST,,,43.861504,-79.48681,1,,0, ,,1,1
1721,1721,MAJOR MACKENZIE DR / HILL ST,,,43.857747,-79.502577,1,,0, ,,1,1
1723,1723,MAJOR MACKENZIE DR STOP # 1723,,,43.856407,-79.508495,1,,0, ,,1,1
1725,1725,MAJOR MACKENZIE DR / KEELE ST,,,43.855122,-79.511917,1,,0, ,,1,1
1727,1727,MAJOR MACKENZIE DR STOP # 1727,,,43.854123,-79.516385,1,,0, ,,1,1
1729,1729,MAJOR MACKENZIE DR / KILLIAN RD,,,43.853344,-79.520313,1,,0, ,,1,1
1731,1731,MAJOR MACKENZIE DR / MCNAUGHTON RD,,,43.85207,-79.526866,1,,0, ,,1,1
1735,1735,MAJOR MACKENZIE DR STOP # 1735,,,43.850369,-79.534377,1,,0, ,,1,1
1736,1736,YONGE ST / EDWARD ST,,,43.986377,-79.464179,1,,0, ,,1,1
1737,1737,MAJOR MACKENZIE DR / JANE ST,,,43.849826,-79.536186,1,,0, ,,1,1
1740,1740,YONGE ST / KENNEDY ST,,,43.994063,-79.466121,1,,0, ,,1,1
1744,1744,YONGE ST / CHURCH ST,,,43.996631,-79.466738,1,,0, ,,1,1
1761,1761,YONGE ST / MURRAY DR,,,43.986869,-79.464662,1,,0, ,,1,1
1929,1929,LESLIE ST / 14TH LANE,,,43.829082,-79.372032,1,,0, ,,1,1
1930,1930,LESLIE ST / TANGLEWOOD TRL,,,43.826734,-79.371314,1,,0, ,,1,1
1931,1931,DON MILLS RD / JOHN ST,,,43.82163,-79.369937,1,,0, ,,1,1
1932,1932,DON MILLS RD / SIMONSTON BLVD,,,43.819227,-79.367274,1,,0, ,,1,1
1936,1936,DON MILLS RD / STEELES AV,,,43.81163,-79.360853,1,,0, ,,1,1
1937,1937,DON MILLS RD / SIMONSTON BLVD,,,43.813989,-79.361859,1,,0, ,,1,1
1939,1939,DON MILLS RD / JOHN ST,,,43.822068,-79.369799,1,,0, ,,1,1
1940,1940,LESLIE ST / LYNDHURST DR,,,43.826409,-79.370925,1,,0, ,,1,1
1941,1941,LESLIE ST / 14TH LANE,,,43.829491,-79.371997,1,,0, ,,1,1
1958,1958,BATHURST ST / VALLEY VISTA DR,,,43.861909,-79.46208,1,,0, ,,1,1
1960,1960,BATHURST ST / LEBOVIC CAMPUS DR,,,43.855136,-79.460523,1,,0, ,,1,1
1961,1961,BATHURST ST / MARC SANTI BLVD,,,43.852019,-79.45981,1,,0, ,,1,1
1962,1962,BATHURST ST / RUTHERFORD RD,,,43.847892,-79.458877,1,,0, ,,1,1
1963,1963,BATHURST ST / MITCHELL REAMAN GT,,,43.845179,-79.458188,1,,0, ,,1,1
1964,1964,BATHURST ST / TEEFY AV,,,43.843586,-79.457891,1,,0, ,,1,1
1965,1965,BATHURST ST / NER ISRAEL DR,,,43.841016,-79.457311,1,,0, ,,2,1
1966,1966,BATHURST ST / AUTUMN HILL BLVD,,,43.83751,-79.45659,1,,0, ,,2,1
1967,1967,BATHURST ST / SUMMERIDGE DR,,,43.834475,-79.45568,1,,0, ,,1,1
1970,1970,EAGLE ST / JOHN BOWSER CRES,,,44.051922,-79.484547,1,,0, ,,1,1
1973,1973,YONGE ST / LONDON RD,,,44.064102,-79.48247,1,,0, ,,1,1
1974,1974,YONGE ST / BRISTOL RD,,,44.067795,-79.483384,1,,0, ,,1,1
1978,1978,YONGE ST STOP # 1978,,,44.066601,-79.483455,1,,0, ,,2,1
1979,1979,YONGE ST / BONSHAW AV,,,44.064597,-79.482941,1,,0, ,,1,1
1980,1980,YONGE ST / DAWSON MANOR BLVD,,,44.061349,-79.482177,1,,0, ,,1,1
1981,1981,DAVIS DR STOP # 1981,,,44.054279,-79.483716,1,,0, ,,1,1
1985,1985,YONGE ST / GLADMAN AV,,,44.049546,-79.479298,1,,0, ,,1,1
1986,1986,YONGE ST STOP # 1986,,,44.047833,-79.478882,1,,0, ,,1,1
1988,1988,YONGE ST / CLEARMEADOW BLVD,,,44.040394,-79.477146,1,,0, ,,1,1
2086,2086,EAGLE ST / MCCAFFREY RD,,,44.044815,-79.482157,1,,0, ,,1,1
2087,2087,EAGLE ST / PEEVERS CRES,,,44.046441,-79.484305,1,,0, ,,1,1
2088,2088,EAGLE ST / GLENWAY CIR,,,44.048227,-79.484627,1,,0, ,,1,1
2089,2089,EAGLE ST / MILLARD AV,,,44.049968,-79.484517,1,,0, ,,1,1
2117,2117,YORKLAND ST / BERNARD AV,,,43.895565,-79.439173,1,,0, ,,1,1
2146,2146,YONGE ST / BAIF BLVD,,,43.858768,-79.434583,1,,0, ,,1,1
2310,2310,YONGE ST STOP # 2310,,,43.836591,-79.429351,1,,0, ,,1,1
2311,2311,YONGE ST / LANGSTAFF RD,,,43.832738,-79.428506,1,,0, ,,1,1
