route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2,26JN29-CPBlock-Sunday-13,29925105,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925106,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925107,2 S Hurontario To Port Credit Go,,1,2841231,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925108,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925109,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925110,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925111,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925112,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925113,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925114,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925115,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925116,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925117,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925118,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925119,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925120,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925121,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925122,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925123,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925124,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925125,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925126,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925127,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925128,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925129,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925130,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925131,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925132,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925133,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925134,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925135,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925136,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925137,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925138,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925139,2 N Hurontario To City Centre,,0,2841240,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925140,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925141,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925142,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925143,2 N Hurontario To City Centre,,0,2841231,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925144,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925145,2 N Hurontario To City Centre,,0,2841240,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925146,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925147,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925148,2 N Hurontario To City Centre,,0,2841228,20025,1,1
